airline_sentiment,text
0,united iad buf incredibly loud like third world inner city metro bus lowstandards http co wnbglxq
1,united cancelled flighting bought ticket friend cant get credit name
2,united boeing star alliance short final heathrowairport l amazing winter morning avgeek http co owmaxoyehz
0,united day one flight roundtrip
2,united blown away stellar custserv thank lt http co jorescfb x
0,united overall experience flying friendly
0,united good start would warm plane departure time flight delayed due frozen water line
0,united annnnddddd going lose first class seat flight shuffle
2,united nicest gate attendant newark airport gate right multiple delay still pleasant everyone
0,united hour mechanical delay killing
0,united every time check bag airline confident wearing clothes day please prove wrong
1,united trade show come awesome deal sunkist webbernaturals http co l scwphph
0,united thanks united running water late flight flight grand rapid denver
0,united kn allowing bypass receipt refund request form never received receipt email charged http co cju xp k
1,united please help left ipad air flight nyc paris yesterday get touch anyone locally
0,united happen really confuses st content come screen technology forward united
0,united mean like mailing address rate surliness united coworkers guessing benefit great
0,united already sent feedback rep told priority speechless system
0,united monopoly flysfo mean treat frequent flier like crap
0,united yeah bag way per usual actually getting used getting delivered kind nice sense
1,united much baggage check international flight
0,united take week new mileageplus premier card sent stillwaiting doesntfeellikestatusyet
0,united wonder people hate dealing airline ridiculous inflexible policy need phone number resolution
0,united le v pnr numbered flight first leg cancelled flightled due bad weather iatanbul make reflight booking problem
0,united suggests confirm cert time flight booking problem assume may never clear used way
2,united thanks explanation seems like odd incentive structure tho dramatically diminishes value cert
1,united sfo clearvision tv u united terminal sfo airport http co q byn pctf
0,united really care comfort care profitability fine unfriendlyskies
0,united honest customer new seat designed fit row plane row money
0,united missing wedding delay would cool
0,united designed deter people forgetting thing provide storage space article say latter unfriendlyskies
0,united think missing meeting worth flight voucher fly time would make right
0,united directtv pile time update flight tv package http co lug mfvwsa
0,united hard add meal preference booked ticket forgot amp impossible even called
2,united amazing really
0,united learn hold connection texted another flight late flightr connection left pulling gate
