airline_sentiment,text,aspects
0,united yes got gate specifically asked seat discouraging walk past crew,"['Punctuality', 'Price', 'Service']"
1,united koa lax fresh food service right,"['Food', 'Service', 'staff']"
2,united omg thank u,"['staff', 'comfort', 'Service']"
0,united unavailable leg registered hour sold option offer min ticket travelocity,"['Punctuality', 'Cleanliness', 'Price']"
0,united error message said process request last step seat selection leg agent unaware,"['Punctuality', 'staff', 'Cleanliness']"
0,united soon going wait time gate empty msp airport flight min still counting,"['Punctuality', 'staff', 'Price']"
0,united horrible wait time get gate show total miss management value customer time respect thier sentiment,"['Price', 'Punctuality', 'Service']"
0,united disappointed service starting gate operator bos rude stopping carry bag,"['staff', 'Service', 'Cleanliness']"
0,united service suck mexico houston finally realized snack st work cheap,"['Service', 'Price', 'Cleanliness']"
1,united thank,"['staff', 'comfort', 'Service']"
1,united okay thank,"['comfort', 'Safety', 'staff']"
1,united snack available fresh food sure happened sure grab bite sfo connection,"['Food', 'staff', 'Price']"
0,united guy flight follows threat sue carry bag defend free,"['Cleanliness', 'Safety', 'Punctuality']"
1,united done requested,"['comfort', 'staff', 'Safety']"
0,united pls post video belligerent jerk ranting sfo going sue making check rd bag hoot,"['Punctuality', 'staff', 'comfort']"
0,united gj believe hand worst service ever experienced make comcast look amazing unitedairlines,"['Service', 'Price', 'Cleanliness']"
2,united please give special thanks aaron tampa office helping literally two hour amazing mission accomplished,"['Service', 'staff', 'Price']"
0,united tell purchase website put u lufthansa flight first leg,"['Service', 'Punctuality', 'Cleanliness']"
1,united turkish airline rebooked u united flight second leg fra gt iad way check upgrade available,"['staff', 'Service', 'Baggage']"
1,united hey left favorite blanket plane bring back home,"['comfort', 'staff', 'Price']"
0,united gj funny attendant recommended tweeting letting know subpar customer service runaround,"['Service', 'Punctuality', 'Price']"
1,united followed amp dm,"['comfort', 'staff', 'Service']"
1,united want hotel room whiskey,"['Punctuality', 'Safety', 'Price']"
1,united flight gotta make connector,"['staff', 'Price', 'Cleanliness']"
1,united ok noted detail dm ed shortly,"['Punctuality', 'staff', 'Service']"
0,united staralliance b gate far though,"['staff', 'Price', 'Cleanliness']"
0,united ua ric ua ord amp ua den delayed non weather issue way go youre batting hotel,"['staff', 'Price', 'Cleanliness']"
0,united would made already booked another flight cancelled flighted original reservation,"['staff', 'Punctuality', 'comfort']"
0,united staralliance book reward travel august everything blacked,"['staff', 'comfort', 'Service']"
2,united win,"['staff', 'comfort', 'Cleanliness']"
0,united trying change flight booked hour ago online system charging fee per passenger could please help,"['Price', 'Punctuality', 'staff']"
0,united submitted complaint need compensated long take,"['Price', 'staff', 'Punctuality']"
1,united info delay sfo tomorrow due low cloud,"['staff', 'Price', 'Punctuality']"
0,united horrific flight experience guy made never want fly airplane every,"['staff', 'Punctuality', 'Service']"
2,united flight rsw tonight amp twin year old pilot row stayed help get boy amp bag lifesaver,"['staff', 'Price', 'Cleanliness']"
0,united flying united sorry captain still minute pre flight preparation make sat air,"['Price', 'Punctuality', 'staff']"
1,united thanks,"['staff', 'comfort', 'Service']"
2,united yes thx landed,"['staff', 'comfort', 'Cleanliness']"
0,united get clue k mm miler response give,"['staff', 'Punctuality', 'Safety']"
0,united trying get email talking business people expect airline wifi,"['Punctuality', 'Price', 'staff']"
0,united tried already cancun one delivered,"['comfort', 'Safety', 'Cleanliness']"
0,united illegal breach contract touch customer feedback,"['comfort', 'Punctuality', 'Entertainment']"
0,united way treat customer lot issue worth headache went thru,"['staff', 'Price', 'Punctuality']"
0,united yes ewr corrected fact beought u share room unexpactable,"['Price', 'Punctuality', 'staff']"
1,united want make day friend premier amp soon chance upgrade two hr leg flight ecom plus,"['staff', 'comfort', 'Price']"
0,united please review fix baggage procedure dulles happens every week sister travel airline,"['Price', 'Punctuality', 'Seat']"
0,united nothing else gj customer service,"['Service', 'Punctuality', 'comfort']"
1,united course lax,"['staff', 'comfort', 'Entertainment']"
1,united ok thanks counter located late flight open,"['Baggage', 'staff', 'Price']"
0,united oh rebooked hour original arrival time talk compensation,"['staff', 'Cleanliness', 'comfort']"
0,united coworker conflict hotel issue trying share posted facebook page erased,"['staff', 'Punctuality', 'Safety']"
0,united lost parent luggage cancun said would delivered hotel pm almost pm,"['Punctuality', 'Cleanliness', 'Price']"
0,united watched connecting flight den pull away gate pull gate slapintheface,"['Punctuality', 'Price', 'Cleanliness']"
0,united christinebpc version row window go ahead check wait,"['comfort', 'Price', 'Punctuality']"
0,united pretty sure got shin split sprinting iah watch plane pull away jet way,"['staff', 'Price', 'comfort']"
0,united well income flight dca take u ewr delayed made u miss connection fll yes hotel necessary,"['Price', 'Punctuality', 'Service']"
0,united please stop cancelled flightling flight trying get home take two exam tomorrow cancelled flightled flight,"['Price', 'staff', 'Punctuality']"
0,united amp hung twice staff upset right,"['staff', 'Punctuality', 'Price']"
1,united dca ewr flight,"['staff', 'comfort', 'Cleanliness']"
0,united hour flight fll ewr waiting hour plus bag sign yet give,"['Punctuality', 'Service', 'staff']"
0,united better airline continental service fee flight booking problem fee talk human fee fu,"['Price', 'Punctuality', 'Cleanliness']"
1,united chance could look problem earlier,"['staff', 'comfort', 'Price']"
0,united despicable spoke many diff people amp everyone telling something different claim need bag,"['Cleanliness', 'Punctuality', 'Service']"
0,united come crew traveling flight get better seat get stuck checking bag crew bag got flight,"['staff', 'Punctuality', 'Seat']"
0,united funny thing happened arrived flight denver gate currently scheduled depart sydney lol,"['Punctuality', 'staff', 'Price']"
2,united forgot intl flight lax go intl terminal easiest check ever woo,"['Punctuality', 'staff', 'Baggage']"
1,united please tell united fly sydney australia pref asia pac u voucher redeem,"['staff', 'Punctuality', 'comfort']"
0,united claim weather hardworking crew pulling seat plane right thing know,"['staff', 'Service', 'Cleanliness']"
0,united missin point weather lying seat broken u claim weather get hotel classy,"['Seat', 'staff', 'Price']"
0,united trying break world record delayed flight year,"['Price', 'comfort', 'staff']"
1,united flight appear applied mileageplus account help,"['staff', 'Punctuality', 'Service']"
1,united vusa australia aussie cowgirl lookin cowboy take fort worth estelle say find,"['staff', 'comfort', 'Price']"
2,united okay thank help,"['Safety', 'comfort', 'staff']"
0,united captain said pm flight san francisco delayed due weather ua departs failagain,"['Price', 'Punctuality', 'comfort']"
2,united thanks,"['staff', 'comfort', 'Service']"
0,united bet southwestair turn thirty minute delay original flight hour delayed arrive time,"['Price', 'Punctuality', 'staff']"
2,united best way unite one true love shopping usa fashion capital newyork unitedvusa http co rbn stuij,"['staff', 'comfort', 'Service']"
1,united find way distinguish boarding premier member credit card holder group big,"['staff', 'Boarding', 'Service']"
0,united final destination booked united quantas united yet contacted auckland unaware case id number,"['Punctuality', 'staff', 'comfort']"
1,united air dmd,"['staff', 'Service', 'comfort']"
0,united worst flying experience ever past three day airline need get together lost customer,"['staff', 'Service', 'Price']"
0,united yes,"['staff', 'comfort', 'Cleanliness']"
0,united customerservice fail long time flyer switching airline frustrated,"['staff', 'Price', 'Punctuality']"
2,united okay thanks help jt appreciate time,"['comfort', 'staff', 'Price']"
0,united screwed professor maybe tell everyone skiplagged aviation airport airline innovation startup tech,"['staff', 'Punctuality', 'Price']"
0,united staralliance right thing reinstate ticket voided unitedfail,"['Price', 'Punctuality', 'staff']"
0,united negative done wasting time amateur customer service thanks least offering,"['Price', 'Cleanliness', 'Punctuality']"
2,united staralliance week ago awesome bright vibrant habitrails,"['staff', 'comfort', 'Service']"
2,united worry everyone boarded cushion brought took made,"['comfort', 'Punctuality', 'Price']"
1,united sprinted c concourse e made coughed lung process clt tnx,"['Cleanliness', 'Punctuality', 'Price']"
1,united hey think someone could meet book arrive loganairports yes please amypoehler oscar took,"['staff', 'comfort', 'Cleanliness']"
1,united hopefully give feedback bafore flight,"['staff', 'comfort', 'Safety']"
2,united good flight thank,"['staff', 'Service', 'Boarding']"
0,united dm hold customer service long time min getting run around thanks,"['Service', 'staff', 'comfort']"
0,united asking simplify communication thx,"['Punctuality', 'staff', 'Cleanliness']"
2,united yes lhrt lounge fantastic u one could remotely similar,"['staff', 'comfort', 'Entertainment']"
0,united omg bag yyzua enough shenanigan already getting real old real quick,"['staff', 'comfort', 'Price']"
1,united see hour thanks,"['staff', 'Service', 'comfort']"
1,united invite fallow helacohlc learn activity prevention program health condom rito family r c thanks,"['staff', 'Service', 'Safety']"
1,united staralliance nice lhr congrats sticking aa ba americanair british airway,"['staff', 'Service', 'comfort']"
0,united long take mile purchased expired show recieved email request,"['Price', 'comfort', 'Punctuality']"
0,united please stall flight ord get sna tonight,"['staff', 'Punctuality', 'Price']"
2,united thanks,"['staff', 'comfort', 'Service']"
0,united get gate ua turrible,"['staff', 'Service', 'Punctuality']"
0,united worst airline lost luggage delayed flight unaccomidating,"['staff', 'Price', 'comfort']"
1,united flight,"['staff', 'comfort', 'Cleanliness']"
1,united flight n arrives flytpa following flight iah http co rvcda nnme,"['staff', 'Safety', 'Service']"
2,united officially favorite airline created magic day friendlyskies careyon,"['staff', 'Boarding', 'comfort']"
